Incident Number,Opened At,Resolved At,Closed At,Category,Subcategory,Priority,Impact,Urgency,State,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Reopen Count,SLA Met,Resolution Hours,Caller ID,Month Year,Quarter
INC103992,2022-01-04 14:27:32,2022-01-06 19:27:32,2022-01-07 15:27:32,Cloud,VPN,Low,Low,Medium,Closed,Service Desk,Justin Monroe,Mumbai,Marketing,Active Directory,Some experience boy difficult get guess society meeting.,4,No,53,Jake Lewis,Jan-2022,Q1
INC103993,2026-01-15 08:12:35,2026-01-17 21:12:35,2026-01-18 19:12:35,Software,Printer,Medium,Medium,Medium,On Hold,Security Team,Lauren Green,Chennai,Operations,Web Server,Concern third amount pretty far.,0,No,61,Linda Maddox,Jan-2026,Q1
INC103994,2024-07-23 16:14:07,2024-07-27 08:14:07,2024-07-27 22:14:07,Security,Firewall,Medium,High,High,New,Security Team,Jeff Jones,Pune,Sales,Oracle DB,Seven theory structure such wonder or service why happen.,3,No,88,Michael Porter,Jul-2024,Q3
INC103995,2022-11-18 17:57:46,2022-11-21 23:57:46,2022-11-22 02:57:46,Database,Oracle,Critical,Low,High,In Progress,Service Desk,Douglas Duarte,Delhi,IT,Oracle DB,Most require information smile party training law whatever.,4,No,78,Olivia Page,Nov-2022,Q4
INC103996,2022-04-25 19:11:10,2022-04-29 00:11:10,2022-04-29 16:11:10,Network,Laptop,Critical,High,High,Closed,Database Team,Matthew Moss,Mumbai,Marketing,SAP Server,Foreign various production chance information themselves sport marriage spring rich.,5,Yes,77,Stephanie Meyer,Apr-2022,Q2
INC103997,2025-03-06 13:27:00,2025-03-07 02:27:00,2025-03-07 09:27:00,Cloud,SQL,Critical,Medium,High,Closed,Network Team,Jessica Norman,Delhi,Sales,VPN Gateway,Size blue indicate consider open stage hour fast politics show.,0,No,13,Michael Mitchell,Mar-2025,Q1
INC103998,2023-02-21 02:27:22,2023-02-24 22:27:22,2023-02-25 04:27:22,Email,SQL,High,Low,Medium,In Progress,Application Support,Erika Lewis,Mumbai,HR,Oracle DB,Image ground threat realize population notice able opportunity.,0,No,92,Melissa Matthews,Feb-2023,Q1
INC103999,2026-04-04 23:29:08,2026-04-06 09:29:08,2026-04-07 02:29:08,Hardware,VPN,Medium,Low,High,New,Cloud Team,Angela Cooper,Hyderabad,Sales,SAP Server,On suffer development stand scene.,0,No,34,Donna Marshall,Apr-2026,Q2
INC104000,2026-01-25 02:19:04,2026-01-25 03:19:04,2026-01-26 00:19:04,Application,Printer,Critical,Low,Medium,Resolved,Security Team,Dr. Timothy Davis,Kolkata,Marketing,Web Server,By last a space.,0,No,1,David Alexander,Jan-2026,Q1
INC104001,2024-06-11 21:06:59,2024-06-14 04:06:59,2024-06-14 08:06:59,Application,Laptop,Low,High,High,In Progress,Windows Team,Lisa Herrera,Chennai,HR,Power BI Server,Never will space professor last.,0,No,55,Mr. Hector Fields,Jun-2024,Q2
INC104002,2022-04-30 21:23:59,2022-05-02 02:23:59,2022-05-02 05:23:59,Security,Printer,Low,High,High,In Progress,Application Support,Leah Howard,Hyderabad,Sales,SAP Server,Arrive involve take song city parent might.,3,No,29,David Roberts,Apr-2022,Q2
INC104003,2022-09-06 03:18:02,2022-09-07 08:18:02,2022-09-07 10:18:02,Security,Printer,Critical,Medium,Medium,On Hold,Network Team,David Wells,Pune,Sales,Active Directory,Me personal stand example whatever hold woman hour.,5,No,29,Elizabeth Cooley MD,Sep-2022,Q3
INC104004,2024-03-21 23:17:59,2024-03-22 18:17:59,2024-03-23 06:17:59,Software,Linux,Medium,High,High,Closed,Linux Team,Adam Holt,Pune,Support,SAP Server,Air garden eight season mission.,2,Yes,19,Stephanie Phillips,Mar-2024,Q1
INC104005,2023-02-25 08:29:14,2023-02-27 01:29:14,2023-02-27 03:29:14,Network,Linux,Low,Medium,Low,Resolved,Security Team,Chelsea Welch,Bangalore,Finance,SAP Server,Similar least especially standard.,0,Yes,41,Maria Bishop,Feb-2023,Q1
INC104006,2022-05-15 10:36:30,2022-05-15 14:36:30,2022-05-16 04:36:30,Hardware,SQL,Medium,Low,Medium,New,Service Desk,Sue Martinez,Pune,HR,Oracle DB,Work federal throughout record including receive.,3,No,4,Megan Dickson,May-2022,Q2
INC104007,2026-02-21 02:31:15,2026-02-24 08:31:15,2026-02-24 23:31:15,Database,Oracle,Low,High,Low,Resolved,Cloud Team,Colton Dillon,Chennai,Finance,Web Server,Edge method can even right themselves goal debate.,3,No,78,David Johnson,Feb-2026,Q1
INC104008,2026-02-05 17:19:40,2026-02-07 02:19:40,2026-02-07 12:19:40,Hardware,Laptop,Low,Medium,High,On Hold,Application Support,Marilyn Chen,Pune,Support,Exchange Server,Home relate growth road attorney.,4,Yes,33,Carrie Sanders,Feb-2026,Q1
INC104009,2026-06-14 21:58:44,2026-06-15 20:58:44,2026-06-16 17:58:44,Database,Server,Critical,Low,High,Closed,Cloud Team,Brooke Schultz,Chennai,Support,SAP Server,Small work area after talk professional school keep.,1,No,23,Christopher Daugherty,Jun-2026,Q2
INC104010,2023-05-01 16:45:09,2023-05-04 22:45:09,2023-05-05 02:45:09,Network,Firewall,Critical,High,Medium,Closed,Application Support,Phillip Hawkins,Mumbai,Finance,CRM Server,Medical chance son throw enough growth economy idea.,5,Yes,78,Brenda Perkins,May-2023,Q2
INC104011,2024-05-29 21:49:00,2024-05-30 08:49:00,2024-05-30 10:49:00,Hardware,VPN,High,Low,Low,Resolved,Linux Team,Kimberly Thomas,Bangalore,IT,Power BI Server,Former ten decade management road four should eat.,1,No,11,Tara Ramirez,May-2024,Q2
INC104012,2024-03-07 09:04:07,2024-03-08 17:04:07,2024-03-09 14:04:07,Security,Laptop,High,High,High,In Progress,Security Team,Jason Gray,Kolkata,Sales,SAP Server,Red mother happy either friend reflect window admit walk operation.,5,Yes,32,Brandon Clay,Mar-2024,Q1
INC104013,2021-10-31 02:21:20,2021-10-31 20:21:20,2021-11-01 06:21:20,Hardware,Printer,Critical,Medium,Medium,In Progress,Network Team,Nathan Edwards,Delhi,HR,Exchange Server,Sister western heavy enough staff.,0,Yes,18,John Castillo,Oct-2021,Q4
INC104014,2022-05-25 23:57:57,2022-05-29 19:57:57,2022-05-30 19:57:57,Cloud,VPN,High,Medium,Medium,Resolved,Security Team,Beth Sandoval,Chennai,IT,Exchange Server,Card car me program enjoy run personal hold effort.,0,Yes,92,Micheal Morgan,May-2022,Q2
INC104015,2023-12-14 16:32:21,2023-12-18 08:32:21,2023-12-18 11:32:21,Cloud,SQL,Critical,Medium,Medium,Closed,Service Desk,Danielle Perez,Chennai,Support,SAP Server,Already measure top hear above since want at wait.,2,Yes,88,Andrew Kramer,Dec-2023,Q4
INC104016,2023-04-05 12:29:58,2023-04-08 01:29:58,2023-04-08 14:29:58,Cloud,Linux,Critical,High,High,New,Network Team,Jocelyn Woods,Bangalore,IT,Active Directory,Difficult thousand second campaign and.,0,No,61,Patrick Morris,Apr-2023,Q2
INC104017,2021-06-17 12:27:58,2021-06-20 16:27:58,2021-06-20 21:27:58,Cloud,Server,High,Medium,High,On Hold,Service Desk,Stacy Fernandez,Mumbai,Finance,Web Server,Here word until morning human matter car from walk power.,4,No,76,Brandon Hicks,Jun-2021,Q2
INC104018,2025-11-21 20:06:47,2025-11-24 18:06:47,2025-11-25 09:06:47,Application,Oracle,Low,High,Low,Closed,Windows Team,Benjamin Torres,Hyderabad,Operations,Oracle DB,Inside call sound collection thus.,2,Yes,70,Patrick Galvan,Nov-2025,Q4
INC104019,2025-08-22 13:02:33,2025-08-25 18:02:33,2025-08-26 10:02:33,Application,VPN,Low,Low,Low,On Hold,Windows Team,Nancy Jones,Pune,Sales,Exchange Server,Theory hand manager until hotel film quickly study.,3,Yes,77,Dana Shields,Aug-2025,Q3
INC104020,2025-04-20 03:34:12,2025-04-21 05:34:12,2025-04-21 17:34:12,Application,VPN,High,High,Medium,In Progress,Database Team,Karen Gillespie,Bangalore,Support,Exchange Server,She ahead happy start performance hospital.,5,No,26,Ashley Dickson,Apr-2025,Q2
INC104021,2023-08-06 22:43:33,2023-08-10 08:43:33,2023-08-10 18:43:33,Cloud,Printer,Medium,High,Medium,Closed,Cloud Team,Adam Ewing,Bangalore,HR,Power BI Server,Party relate seek summer thought bag there eye work.,1,Yes,82,Jeffrey Smith,Aug-2023,Q3
INC104022,2025-02-19 07:29:55,2025-02-22 05:29:55,2025-02-22 22:29:55,Network,Laptop,High,Medium,Low,On Hold,Database Team,Carl Shaffer,Chennai,Finance,Active Directory,Large without western yeah kid argue.,1,No,70,Erica Bowman,Feb-2025,Q1
INC104023,2021-07-30 08:36:22,2021-07-31 04:36:22,2021-07-31 06:36:22,Security,Windows,Critical,Low,Medium,Closed,Service Desk,James Shelton,Pune,Sales,Power BI Server,Treat reflect later team performance couple agree weight the talk.,3,No,20,Brittany Anderson,Jul-2021,Q3
INC104024,2024-11-05 06:18:30,2024-11-08 08:18:30,2024-11-08 12:18:30,Network,Server,Medium,High,Medium,New,Windows Team,Victoria Morrison,Delhi,Operations,Active Directory,Think line laugh late.,5,No,74,Robert Schmidt,Nov-2024,Q4
INC104025,2024-12-03 02:55:34,2024-12-03 20:55:34,2024-12-04 02:55:34,Database,Server,Critical,High,Low,On Hold,Service Desk,William Wood,Mumbai,HR,Oracle DB,Official step possible against cultural fight more floor begin.,4,Yes,18,Lisa Stewart,Dec-2024,Q4
INC104026,2024-04-28 05:51:49,2024-05-01 17:51:49,2024-05-02 03:51:49,Email,Printer,High,Medium,Medium,Closed,Linux Team,Susan Mays,Mumbai,Finance,Power BI Server,Wide only note sea charge practice shake five spend inside.,5,No,84,Michael Cross,Apr-2024,Q2
INC104027,2022-11-07 03:52:26,2022-11-08 08:52:26,2022-11-08 19:52:26,Hardware,Linux,Medium,High,Low,Closed,Service Desk,Lee Jordan,Kolkata,Sales,VPN Gateway,Traditional particular gas nice ground thought look much.,0,No,29,Michael Cross,Nov-2022,Q4
INC104028,2026-05-14 21:22:17,2026-05-16 22:22:17,2026-05-16 23:22:17,Hardware,Server,Critical,Low,Low,Resolved,Cloud Team,Amy Ramsey,Mumbai,Marketing,Power BI Server,Suffer form government middle name will exist treatment recognize foreign.,1,No,49,Adam Kim,May-2026,Q2
INC104029,2026-06-08 13:26:22,2026-06-08 18:26:22,2026-06-09 00:26:22,Email,Firewall,Medium,Medium,Medium,Resolved,Security Team,Shelby Barber,Chennai,Support,Power BI Server,Happen morning memory build put pull majority kind.,5,Yes,5,Marissa Bell,Jun-2026,Q2
INC104030,2025-06-12 14:58:38,2025-06-15 12:58:38,2025-06-15 14:58:38,Cloud,Windows,High,High,Low,In Progress,Security Team,Joshua Walker,Kolkata,Marketing,Web Server,However many middle policy mother article model almost summer already.,0,No,70,Jennifer Li,Jun-2025,Q2
INC104031,2023-12-07 12:55:08,2023-12-09 04:55:08,2023-12-09 13:55:08,Database,Server,Low,High,Medium,Resolved,Windows Team,Jordan Rodriguez,Bangalore,Sales,Web Server,Enjoy season per painting network huge alone think high.,4,Yes,40,Kimberly Peterson,Dec-2023,Q4
INC104032,2025-06-27 16:32:28,2025-06-29 07:32:28,2025-06-29 13:32:28,Email,Printer,Low,Medium,High,On Hold,Application Support,Amy Holloway,Delhi,Sales,Power BI Server,Seem case field interesting.,5,No,39,Crystal Sandoval,Jun-2025,Q2
INC104033,2024-05-20 12:29:29,2024-05-22 11:29:29,2024-05-22 22:29:29,Email,Windows,High,Low,Medium,Closed,Cloud Team,Erik Murphy,Hyderabad,Support,SAP Server,Because event which serious level.,2,No,47,Carl Wong,May-2024,Q2
INC104034,2022-01-12 20:39:20,2022-01-15 00:39:20,2022-01-16 00:39:20,Security,SQL,Low,Medium,High,Resolved,Cloud Team,David Grant,Bangalore,Sales,Power BI Server,Tough soldier participant himself.,0,No,52,Gloria Ortiz,Jan-2022,Q1
INC104035,2024-12-30 08:12:02,2025-01-01 00:12:02,2025-01-01 01:12:02,Security,Laptop,Medium,Low,High,In Progress,Security Team,Amy Stewart,Mumbai,Sales,Oracle DB,Carry industry professor enter many.,0,No,40,Lisa Walsh,Dec-2024,Q4
INC104036,2026-01-29 21:28:54,2026-01-30 12:28:54,2026-01-31 12:28:54,Cloud,Oracle,Critical,Medium,High,New,Security Team,Bryan Murphy,Hyderabad,Support,VPN Gateway,Officer discover cell sort many this.,3,No,15,Sharon Harris,Jan-2026,Q1
INC104037,2025-07-10 16:40:51,2025-07-13 08:40:51,2025-07-13 15:40:51,Cloud,Linux,Medium,Medium,Medium,Resolved,Network Team,Jennifer Johnson,Delhi,Support,Power BI Server,Actually key partner political represent them.,3,Yes,64,Morgan Dean,Jul-2025,Q3
INC104038,2023-01-28 11:35:17,2023-01-30 22:35:17,2023-01-31 07:35:17,Cloud,SQL,Low,Medium,Medium,In Progress,Database Team,Elizabeth Smith,Pune,HR,VPN Gateway,Memory believe official recent career later market.,4,Yes,59,David Duarte,Jan-2023,Q1
INC104039,2023-08-25 07:46:37,2023-08-27 16:46:37,2023-08-27 21:46:37,Email,Windows,Low,Low,Medium,Resolved,Service Desk,Paul Russell MD,Bangalore,Sales,Power BI Server,Season social buy us force.,0,No,57,Anita Bradley,Aug-2023,Q3
INC104040,2023-05-10 14:39:05,2023-05-13 20:39:05,2023-05-13 21:39:05,Hardware,Firewall,Medium,High,Medium,Closed,Database Team,Mike Best,Delhi,Sales,VPN Gateway,Why bag street almost suddenly trial notice real have yourself.,2,No,78,Samantha Crawford,May-2023,Q2
INC104041,2025-02-11 13:18:57,2025-02-15 04:18:57,2025-02-15 20:18:57,Email,SQL,Critical,High,High,In Progress,Linux Team,Brianna Torres,Chennai,HR,CRM Server,Determine also including against seek total now appear begin bit yet.,2,Yes,87,Carrie Contreras,Feb-2025,Q1
INC104042,2022-04-09 18:45:40,2022-04-10 17:45:40,2022-04-11 16:45:40,Network,Firewall,Critical,Low,Medium,New,Cloud Team,Jennifer Holden,Mumbai,Support,Active Directory,Hundred notice clear pick clear interview.,5,Yes,23,Ricky Cabrera,Apr-2022,Q2
INC104043,2024-11-18 06:04:05,2024-11-21 17:04:05,2024-11-22 00:04:05,Database,SQL,Low,Medium,High,In Progress,Security Team,Jermaine Medina,Mumbai,Operations,Oracle DB,Work myself red wall focus child try whose return discuss.,5,No,83,Paul Jackson,Nov-2024,Q4
INC104044,2024-03-08 19:48:00,2024-03-09 07:48:00,2024-03-09 23:48:00,Email,VPN,High,Low,High,Resolved,Network Team,Kayla Ferguson,Bangalore,IT,Power BI Server,Along majority east employee white agreement business sing.,3,No,12,Joseph Carter,Mar-2024,Q1
INC104045,2024-02-18 00:03:09,2024-02-21 09:03:09,2024-02-21 14:03:09,Database,Server,Critical,Low,Medium,Closed,Linux Team,Sarah Castro,Mumbai,Finance,Power BI Server,Need here leg alone yard.,0,Yes,81,Tyler Smith,Feb-2024,Q1
INC104046,2026-05-09 06:47:13,2026-05-12 17:47:13,2026-05-13 14:47:13,Email,Laptop,Critical,Low,Low,On Hold,Database Team,Eric Logan,Pune,Marketing,VPN Gateway,Ago create single culture than concern high fill later.,4,Yes,83,Jane Cunningham,May-2026,Q2
INC104047,2024-09-01 04:43:32,2024-09-02 22:43:32,2024-09-03 10:43:32,Cloud,VPN,Medium,Low,Low,New,Linux Team,Kelsey Barrett,Kolkata,Finance,SAP Server,Heart take third lay hundred individual son guess parent city dark.,5,No,42,Matthew Carter,Sep-2024,Q3
INC104048,2024-05-13 04:00:20,2024-05-14 02:00:20,2024-05-14 12:00:20,Software,Laptop,Medium,Medium,Low,New,Security Team,Kelsey Murphy,Bangalore,IT,Web Server,Case yeah dark beat blue public talk baby where.,1,No,22,Tracy Carroll,May-2024,Q2
INC104049,2025-06-25 15:25:02,2025-06-29 08:25:02,2025-06-29 19:25:02,Software,Server,Medium,Low,High,On Hold,Security Team,Christina Love,Bangalore,Sales,Exchange Server,Every hot step high good gas section.,0,Yes,89,Kimberly Peterson,Jun-2025,Q2
INC104050,2021-09-05 09:51:18,2021-09-08 04:51:18,2021-09-09 03:51:18,Software,Printer,Low,Low,Low,New,Security Team,Eric Edwards,Kolkata,HR,Active Directory,Support also look smile first news meet.,0,No,67,Judy Blanchard,Sep-2021,Q3
INC104051,2023-10-16 04:57:21,2023-10-16 21:57:21,2023-10-17 15:57:21,Network,Linux,High,Low,Low,New,Network Team,Ashley Wilkerson,Mumbai,Support,CRM Server,Sit admit allow break mission trial walk well itself manage.,4,No,17,Gloria Ortiz,Oct-2023,Q4
INC104052,2022-10-11 01:30:01,2022-10-14 02:30:01,2022-10-14 18:30:01,Application,Firewall,Medium,High,Low,Closed,Linux Team,Megan Martinez,Kolkata,Support,VPN Gateway,Appear nearly stock outside degree begin generation.,2,Yes,73,Kimberly Williamson,Oct-2022,Q4
INC104053,2025-01-12 05:08:50,2025-01-13 03:08:50,2025-01-13 12:08:50,Cloud,Printer,Critical,Low,High,Closed,Application Support,Timothy Torres,Pune,Finance,VPN Gateway,Realize action other science husband speak response.,0,No,22,Crystal Wood,Jan-2025,Q1
INC104054,2025-10-08 16:25:41,2025-10-10 11:25:41,2025-10-11 11:25:41,Network,Oracle,Low,Low,Low,On Hold,Linux Team,Robert Woods,Mumbai,HR,Exchange Server,Prove stand him someone hit.,4,Yes,43,Patricia Miles,Oct-2025,Q4
INC104055,2022-10-06 09:00:16,2022-10-06 14:00:16,2022-10-07 08:00:16,Application,Oracle,Critical,Low,Low,In Progress,Database Team,Dylan Stout,Pune,Finance,Oracle DB,Town spring range effect whether watch eat.,0,No,5,Dana Clark,Oct-2022,Q4
INC104056,2024-03-16 20:10:02,2024-03-19 23:10:02,2024-03-20 04:10:02,Cloud,Server,Low,Medium,Medium,Closed,Security Team,Kyle Taylor,Pune,Marketing,Active Directory,Improve too account evidence sister very treatment.,0,No,75,Kevin Bell,Mar-2024,Q1
INC104057,2024-03-16 07:54:07,2024-03-18 11:54:07,2024-03-19 10:54:07,Application,SQL,Critical,Medium,Low,Resolved,Windows Team,Jamie Bryan,Mumbai,Support,Power BI Server,Item nice environmental player paper.,0,No,52,Mary Spencer,Mar-2024,Q1
INC104058,2026-03-30 23:17:41,2026-04-02 14:17:41,2026-04-03 05:17:41,Database,Oracle,High,Medium,High,On Hold,Linux Team,Courtney Miller,Delhi,Support,Power BI Server,Year sit role teach deal during almost.,4,No,63,Michael Robles,Mar-2026,Q1
INC104059,2022-02-07 01:44:42,2022-02-08 19:44:42,2022-02-09 10:44:42,Network,SQL,Critical,Low,High,Resolved,Application Support,Sydney Taylor,Hyderabad,Support,Oracle DB,Speak word cup must politics reveal grow sense summer claim.,5,Yes,42,James Willis,Feb-2022,Q1
INC104060,2024-08-30 15:22:36,2024-08-31 05:22:36,2024-08-31 22:22:36,Application,VPN,High,High,High,Resolved,Network Team,Ashley Anderson,Pune,IT,Power BI Server,Term serve firm difficult remain.,4,Yes,14,Eric Huffman,Aug-2024,Q3
INC104061,2021-12-17 04:18:27,2021-12-19 23:18:27,2021-12-20 05:18:27,Database,Server,High,Medium,Low,On Hold,Security Team,Shannon Myers,Delhi,IT,Exchange Server,Or simple fear car visit much keep time general involve.,3,Yes,67,Eric Huffman,Dec-2021,Q4
INC104062,2023-10-24 08:14:02,2023-10-26 06:14:02,2023-10-26 15:14:02,Application,Server,Low,Low,Low,In Progress,Network Team,Stacey Bowman,Bangalore,IT,Exchange Server,Performance day place himself.,4,Yes,46,Tracey Garcia,Oct-2023,Q4
INC104063,2023-06-02 11:47:42,2023-06-02 13:47:42,2023-06-02 16:47:42,Cloud,Oracle,Low,Medium,Low,New,Windows Team,Alexander Romero,Chennai,Finance,Oracle DB,Whole seem look color six.,5,Yes,2,Samantha Crawford,Jun-2023,Q2
INC104064,2025-12-02 10:47:39,2025-12-06 03:47:39,2025-12-06 08:47:39,Software,Firewall,Critical,Low,Low,Closed,Security Team,Nicholas Williams,Bangalore,Operations,Active Directory,Growth production bring now activity decade sound.,5,No,89,Melissa Marshall,Dec-2025,Q4
INC104065,2025-02-12 20:33:06,2025-02-16 18:33:06,2025-02-17 11:33:06,Application,Linux,Critical,High,Medium,Resolved,Windows Team,Amber Young,Hyderabad,HR,Web Server,Task interest next method foot at.,3,No,94,Mary Reyes,Feb-2025,Q1
INC104066,2021-08-29 14:24:33,2021-08-31 07:24:33,2021-08-31 16:24:33,Cloud,SQL,Critical,Medium,Low,Closed,Linux Team,Derek Hamilton,Hyderabad,HR,SAP Server,Against sport day environment newspaper huge wife own list.,5,No,41,Kelli Moore,Aug-2021,Q3
INC104067,2024-12-04 13:39:48,2024-12-04 21:39:48,2024-12-05 01:39:48,Network,Linux,High,Low,High,New,Cloud Team,Danielle Mccarty,Mumbai,IT,Power BI Server,First section listen someone why employee.,4,Yes,8,Dylan Duncan,Dec-2024,Q4
INC104068,2024-10-04 10:49:35,2024-10-08 07:49:35,2024-10-08 20:49:35,Application,Windows,Low,High,Medium,In Progress,Network Team,Vickie Wright DVM,Delhi,Marketing,CRM Server,Service growth very course create threat this form across expect.,0,Yes,93,Tara Morris,Oct-2024,Q4
INC104069,2023-10-11 23:05:35,2023-10-15 10:05:35,2023-10-15 22:05:35,Application,Server,High,High,High,Closed,Application Support,Elaine Nelson,Chennai,Sales,Oracle DB,Nearly thing than learn finish next fish suggest describe inside.,0,No,83,Spencer Martinez,Oct-2023,Q4
INC104070,2024-06-19 10:43:22,2024-06-20 18:43:22,2024-06-20 19:43:22,Hardware,VPN,Critical,High,High,Closed,Cloud Team,Travis Gutierrez,Kolkata,Marketing,Exchange Server,Business then resource station treat per popular Mr.,4,Yes,32,Marissa Little,Jun-2024,Q2
